TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
SM00682	G2F	0.00540469994702926	-5.22048634339506	2	1	0.0476190476190476	21	7761	18074	Nid2
SM00527	HMG17	0.0107815729378458	-4.52991681154384	4	1	0.0476190476190476	21	7761	15331	Hmgn2
SM00360	RRM	0.0131093212259975	-4.33443175783315	186	3	0.142857142857143	21	7761	59013,53379,19655	Hnrnph1,Hnrnpa2b1,Rbmx
SM00602	VPS10	0.0134596168944299	-4.30806141769441	5	1	0.0476190476190476	21	7761	81840	Sorcs2
SM00539	NIDO	0.0134596168944299	-4.30806141769441	5	1	0.0476190476190476	21	7761	18074	Nid2
SM00264	BAG	0.0134596168944299	-4.30806141769441	5	1	0.0476190476190476	21	7761	70369	Bag5
SM00281	LamB	0.0134596168944299	-4.30806141769441	5	1	0.0476190476190476	21	7761	16773	Lama2
SM00515	eIF5C	0.0161307551156886	-4.12702757357694	6	1	0.0476190476190476	21	7761	66912	Bzw2
SM00179	EGF_CA	0.01987022023601	-3.91853313863434	81	2	0.0952380952380952	21	7761	14118,18074	Fbn1,Nid2
SM00238	BIR	0.021452381991609	-3.84191959121369	8	1	0.0476190476190476	21	7761	11799	Birc5
SM00089	PKD	0.0267465884504575	-3.62134834833568	10	1	0.0476190476190476	21	7761	81840	Sorcs2
SM00136	LamNT	0.0320135087484086	-3.4415973168742	12	1	0.0476190476190476	21	7761	16773	Lama2
SM00234	START	0.0346367783717506	-3.36283920273794	13	1	0.0476190476190476	21	7761	170459	Stard4
SM00135	LY	0.0346367783717506	-3.36283920273794	13	1	0.0476190476190476	21	7761	18074	Nid2
SM00502	BBC	0.0346367783717506	-3.36283920273794	13	1	0.0476190476190476	21	7761	21849	Trim28
SM00130	KR	0.0372532765209147	-3.29001537773184	14	1	0.0476190476190476	21	7761	26564	Ror2
SM00211	TY	0.0398630198009392	-3.22230620688302	15	1	0.0476190476190476	21	7761	18074	Nid2
SM00516	SEC14	0.0424660247822236	-3.1590509396447	16	1	0.0476190476190476	21	7761	17207	Mcf2l
SM00044	CYCc	0.0450623079946159	-3.09970912481449	17	1	0.0476190476190476	21	7761	104110	Adcy4
SM00471	HDc	0.0579434734012591	-2.84828734019373	22	1	0.0476190476190476	21	7761	238871	Pde4d
SM00134	LU	0.0604997709924029	-2.80511569920204	23	1	0.0476190476190476	21	7761	17069	Ly6e
SM00150	SPEC	0.0655925610183492	-2.72429298857279	25	1	0.0476190476190476	21	7761	17207	Mcf2l
SM00180	EGF_Lam	0.0706590521489178	-2.64988905139362	27	1	0.0476190476190476	21	7761	16773	Lama2
SM00297	BROMO	0.0807136533182077	-2.51684753191736	31	1	0.0476190476190476	21	7761	21849	Trim28
SM00181	EGF	0.0866714397527368	-2.4456308640812	183	2	0.0952380952380952	21	7761	14118,18074	Fbn1,Nid2
SM00343	ZnF_C2HC	0.0956015201362841	-2.34756655804405	37	1	0.0476190476190476	21	7761	67917	Zcchc3
SM00282	LamG	0.0980603974119135	-2.32217169002493	38	1	0.0476190476190476	21	7761	16773	Lama2
SM00336	BBOX	0.112680487005392	-2.18319901396172	44	1	0.0476190476190476	21	7761	21849	Trim28
SM00325	RhoGEF	0.117503490849575	-2.14128723648115	46	1	0.0476190476190476	21	7761	17207	Mcf2l
SM00249	PHD	0.173466345521026	-1.75177167235282	70	1	0.0476190476190476	21	7761	21849	Trim28
SM00327	VWA	0.182458468683858	-1.70123270071289	74	1	0.0476190476190476	21	7761	12834	Col6a2
SM00082	LRRCT	0.184691898127986	-1.68906625777431	75	1	0.0476190476190476	21	7761	21983	Tpbg
SM00219	TyrKc	0.191357373819683	-1.65361253208242	78	1	0.0476190476190476	21	7761	26564	Ror2
SM00013	LRRNT	0.215356175708196	-1.53546199035341	89	1	0.0476190476190476	21	7761	21983	Tpbg
SM00369	LRR_TYP	0.265384348331746	-1.32657613270495	113	1	0.0476190476190476	21	7761	21983	Tpbg
SM00408	IGc2	0.36002770846594	-1.02157428253292	163	1	0.0476190476190476	21	7761	26564	Ror2
SM00326	SH3	0.389472035196328	-0.942963212920654	180	1	0.0476190476190476	21	7761	17207	Mcf2l
SM00233	PH	0.447622788724482	-0.803804390693654	216	1	0.0476190476190476	21	7761	17207	Mcf2l
SM00184	RING	0.483416719107997	-0.726876224823478	240	1	0.0476190476190476	21	7761	21849	Trim28
SM00225	BTB	0.99999999998687	-1.31298389742409e-11	148	0	0	21	7761
SM00036	CNH	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00288	VHS	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00729	Elp3	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00077	ITAM	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00861	Transket_pyr	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00730	PSN	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00053	DYNc	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00142	PI3K_C2	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00104	ANATO	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00949	PAZ	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00182	CULLIN	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00099	btg1	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00671	SEL1	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00511	ORANGE	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00065	GAF	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00153	VHP	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00809	Alpha_adaptinC2	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00278	HhH1	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00390	GoLoco	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00101	14_3_3	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00545	JmjN	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00350	MCM	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00557	IG_FLMN	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00262	GEL	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00258	SAND	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00218	ZU5	0.999999999990714	-9.28649165416265e-12	7	0	0	21	7761
SM00454	SAM	0.999999999990794	-9.20638939867959e-12	69	0	0	21	7761
SM00458	RICIN	0.999999999994094	-5.90583886144149e-12	19	0	0	21	7761
SM00105	ArfGap	0.999999999994094	-5.90583886144149e-12	19	0	0	21	7761
SM00547	ZnF_RBZ	0.999999999994094	-5.90583886144149e-12	19	0	0	21	7761
SM00174	RHO	0.999999999994094	-5.90583886144149e-12	19	0	0	21	7761
SM00076	IFabd	0.999999999994094	-5.90583886144149e-12	19	0	0	21	7761
SM00332	PP2Cc	0.999999999994094	-5.90583886144149e-12	19	0	0	21	7761
SM00097	WNT1	0.999999999994094	-5.90583886144149e-12	19	0	0	21	7761
SM00229	RasGEFN	0.999999999994094	-5.90583886144149e-12	19	0	0	21	7761
SM00487	DEXDc	0.999999999995607	-4.39319050025469e-12	91	0	0	21	7761
SM00252	SH2	0.999999999995607	-4.39319050025469e-12	91	0	0	21	7761
SM00363	S4	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM00882	CoA_trans	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM00227	NEBU	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM00428	H3	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM00960	Robl_LC7	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM01053	CaMBD	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM00478	ENDO3c	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM00183	NAT_PEP	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM00540	LEM	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM00997	AdoHcyase_NAD	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM00891	ERCC4	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM00773	WGR	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM00564	PQQ	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM00444	GYF	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
SM00096	UTG	0.999999999996121	-3.87870964430782e-12	3	0	0	21	7761
